,job_title_full,salary,company,user_id,has_applied,v1,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v2,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v3,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v4,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v5,v50,v51,v52,v53,v54,v55,v56,v6,v7,v8,v9,job_title_full_cat
951, Product Manager - Pricing & Forecasting,0.0,e,U952,1.0,0.17,0.98,0.19,0.17,0.92,0.83,0.16,0.1,0.15,0.85,0.02,0.28,0.12,0.29,0.89,0.61,0.68,,0.53,0.6,0.76,0.24,0.68,0.05,0.02,0.09,0.41,0.81,0.29,0.95,0.96,0.7,0.52,0.17,0.94,0.61,0.65,0.52,0.49,0.11,0.2,0.07,0.29,0.13,0.97,0.42428571428571427,0.48,0.95,0.33,0.64,0.16,0.27,0.97,0.8,0.57,0.5,28.0
952,Lead Product Owner - Checkout m/f/d,65000.0,g,U953,1.0,0.24,0.06,0.05,0.85,0.77,0.65,0.22,0.05,0.97,0.58,0.86,0.89,0.32,0.8,0.94,0.84,0.98,0.6983333333333334,0.64,0.11,0.55,0.07,0.74,0.36,0.82,0.83,0.79,0.17,0.19,0.23,0.67,0.74,0.11,0.4,0.02,0.92,0.69,0.93,0.45,0.37,0.45,0.29,0.26,0.2,0.5,0.04,0.87,0.39,0.65,0.79,0.8,0.05,0.85,0.68,0.74,0.09,107.0
953,Lead Data Analyst - Pricing Team (m/f/d),62000.0,f,U954,1.0,0.87,0.37,0.29,0.82,0.73,0.99,0.67,0.68,0.73,1.0,0.29,0.17,0.97,0.49,0.73,0.37,0.16,0.84,0.02,0.2,0.12,0.04,0.47,0.58,0.49,0.71,0.28,0.7,0.22,0.2,0.41,0.84,0.06,0.5828571428571429,0.37,0.77,0.98,0.12,0.79,0.65,0.3,0.07,0.73,0.6,0.49,0.45,0.72,0.74,0.49,0.41,0.91,0.39,0.15,0.78,0.41,0.34,86.0
954,Junior Data Analyst - (Remote) m/f/d,0.0,d,U955,1.0,0.6,0.71,0.61,1.0,0.38,0.94,0.85,0.31,0.95,0.74,0.39,0.08,0.26,0.91,0.44,0.35,0.86,0.98,0.64,0.08,0.36,0.6,0.27,0.2,0.46,0.53,0.43,0.05,0.38,0.17,0.01,0.55,0.51,0.92,0.08,0.77,0.43,0.96,0.41,0.5,0.22,0.11,0.03,0.99,0.35,0.91,0.55,0.29,0.61,0.33,0.09,0.58,0.44,0.57,0.37,0.51,47.0
955,Junior Brand Marketing Manager - Mobile (M/F/D),51000.0,b,U956,1.0,0.52,0.33,0.06,0.16,0.16,0.58,0.87,0.28,0.5800000000000001,0.78,0.96,0.18,0.76,0.26,0.13,0.94,0.2,0.4579999999999999,0.75,0.91,0.95,0.59,0.41,0.74,0.51,0.33,0.56,0.6,0.07,0.5862499999999999,0.56,0.72,0.17,0.49125,0.34,0.45,0.21,0.61,0.08,0.34,0.25,0.61,0.99,0.04,0.95,0.12,0.28,0.58,0.19,0.63,0.39,0.14,0.19,0.69,0.86,0.12,44.0
956,Lead AI Researcher - Deep Learning,0.0,d,U957,0.0,0.385,0.88,0.38,0.91,0.96,0.19,0.13,0.68,0.11,0.49,0.24,0.46,0.1,0.27,0.19,0.93,0.15,0.63,0.25,0.94,0.22,0.26,0.09,,0.02,0.35,0.39,0.13,0.74,0.46,0.13,0.43,0.71,0.69,0.9,0.57,0.23,0.48,0.12,0.05,0.24,0.08,0.18,0.85,0.95,0.98,0.49,0.8,0.08,0.47,0.44,0.91,0.54,0.41,0.05,0.13,78.0
957, Manager Innovation Lab M/F/D,0.0,b,U958,0.0,0.65,0.66,0.43,0.59,0.28,0.22,0.39,0.85,0.74,0.49,0.47,0.46,0.97,0.12,0.33,0.03,0.68,,0.38,0.15,0.53,0.1,0.46,0.55,0.74,0.1,0.56,0.17,0.55,0.15,0.82,0.87,0.78,0.7,0.36,0.6,0.39,0.78,0.23,0.77,0.17,0.35,0.37,0.4,0.19333333333333333,0.64,0.95,0.68,0.52,0.24,0.03,0.07,0.72,0.78,0.69,0.3,16.0
958, Sustainability Manager - APAC,0.0,g,U959,0.0,0.13,0.65,0.15,0.68,0.98,0.72,0.55,0.85,0.15,0.84,0.19,0.91,0.89,0.78,0.49,0.2,0.98,0.42,0.9,0.36,0.06,0.8,0.44,0.5,0.35,0.38,0.6,0.8,0.84,0.36,0.23,0.1,1.0,0.93,0.08,0.38,0.43,0.47,0.96,0.44,0.47,0.45,0.91,0.34,0.58,0.39666666666666667,0.35,0.51,0.79,0.2,0.22,0.79,0.57,0.43,0.75,0.15,37.0
959,Junior UI Designer - (Remote),0.0,d,U960,1.0,0.44,0.99,0.3,0.4900000000000001,0.52,0.39,0.68,0.45,0.26,0.73,0.32,0.81,0.68,0.79,0.39,0.25,0.65,0.665,0.68,0.5449999999999999,0.14,0.05,0.43,0.9,0.01,0.2,0.59,0.85,0.56,0.89,0.33,0.5,0.35,0.47,0.4,0.08,0.19,0.38,0.59,0.56,0.38,0.37,0.08,0.83,0.5,0.32,0.68,0.75,0.51,0.57,0.41,0.29,0.63,0.98,0.69,0.52,77.0
960, Growth Hacker - Mobile,0.0,f,U961,1.0,0.26,0.75,0.74,0.18,0.54,0.63,0.38,0.61,0.59,0.98,0.91,0.86,0.51,0.52,0.72,0.98,0.56,0.41999999999999993,0.99,0.49,0.0,0.85,0.52,0.46,0.77,0.36,0.58,0.87,0.26,0.08,0.33,0.13,0.13,0.41,0.11,0.69,0.57,0.7,0.18,0.14,0.09,0.38,0.99,0.63,0.18,0.4,0.52,0.77,0.78,0.6,0.01,0.08,0.81,0.89,0.69,0.2,13.0
961, Machine Learning Engineer - NLP M/F/D,0.0,f,U962,0.0,0.26,0.25,0.19,0.3,0.96,0.67,0.6,0.29,0.57,0.44,0.75,0.58,0.74,0.64,0.28,0.93,0.11,,0.04,0.23,0.36,0.07,0.42,0.88,0.45199999999999996,0.14,0.44,0.96,0.95,0.8,0.24,0.29,0.62,0.02,0.43,0.89,0.98,0.57,0.63,0.67,0.66,0.94,0.09,0.17,0.23,0.97,0.59,0.93,0.14,0.8,0.34,0.66,0.57,0.93,0.84,0.88,15.0
962,Junior Data Analyst - (Remote) m/f/d,0.0,d,U963,0.0,0.44,0.85,0.47,0.0,0.43,0.84,0.08,0.17,0.56,0.6583333333333333,0.28,1.0,0.19,0.98,0.75,0.79,0.26,0.72,0.76,0.11,0.84,0.16,0.54,,0.88,0.32,0.75,0.99,0.11,0.26,0.62,0.11,0.07,0.72,0.29,0.42,0.2,0.13,0.03,0.11,0.94,0.06,0.56,0.8,0.74,0.31,0.88,0.65,0.18,0.65,0.01,0.93,0.65,0.71,0.7,0.97,47.0
963,Junior Growth Marketing Manager - Mobile,68000.0,d,U964,1.0,0.64,0.21,0.95,0.37,0.37,0.5,0.8,0.98,0.29,0.92,0.2,0.75,0.41,0.12,0.09,0.18,0.74,0.53,0.2,0.46,0.99,0.72,0.61,0.6,0.81,0.54,0.45,0.04,0.93,0.89,0.85,0.6,0.13,0.1,0.44,0.75,0.64,0.36,0.18,0.49,0.13,0.61,0.36,0.51,0.95,0.49,0.99,0.44,0.81,0.84,0.85,1.0,0.62,0.95,0.48,0.44,53.0
964,Senior Growth Hacker - New Ventures  (M/F/D),0.0,b,U965,0.0,0.34,0.13,0.0,0.94,0.52,0.4,0.44,0.4,0.28,0.38,0.85,0.82,0.56,0.75,0.37,0.36,0.15,0.73,0.94,0.39,0.56,0.84,0.8,0.67,0.5,0.84,0.51,0.04,0.18,0.91,0.55,0.07,0.05,0.9,0.47,0.13,0.71,0.88,0.29,0.59,0.18,0.36,0.15,0.51,0.78,0.94,0.03,0.33,0.16,0.18,0.87,0.9,0.18,0.66,0.49,0.08,130.0
965,Junior Data Scientist - Deep Learning,0.0,f,U966,0.0,0.27,0.33,0.19,0.82,0.99,0.46,0.35,0.2,0.89,0.57,0.44,0.69,0.41428571428571426,0.99,0.69,0.81,0.8,0.78,0.69,0.67,0.47,0.86,0.74,0.37,0.72,0.87,0.07,0.08,0.46,0.54,0.36,0.46,0.39,0.77,1.0,0.82,0.97,0.66,0.53,0.42,0.0,0.59,0.96,0.84,0.49,0.91,0.99,0.68,0.67,0.35,0.4,0.92,0.03,0.02,0.15,0.79,50.0
966,Junior Data Scientist - Deep Learning,0.0,a,U967,1.0,0.09,0.54,0.16,0.17,0.14,0.83,0.85,0.13,0.47,0.19,0.66,0.5,0.6,0.61,0.0,0.02,0.18,0.55,0.6,0.9,0.56,0.95,0.8,0.5983333333333333,0.9,0.08,0.88,0.95,0.39,0.66,0.09,0.05,0.96,0.62,0.07,0.06,0.83,0.04,0.15,0.23,0.65,0.23,0.82,0.71,0.25,0.1,0.36,0.45,0.64,0.21,0.95,0.65,0.97,0.16,0.65,0.33,50.0
967,Senior Reserch Scientist - NLP,0.0,c,U968,0.0,0.48,0.84,0.7,0.04,0.12,0.58,0.36,0.52,0.42,0.69,0.13,0.8,0.33,0.31,0.8,0.97,0.46,,0.12,0.83,0.08,0.96,0.3,0.25,0.4,0.58,0.09,0.79,0.35,0.41,0.64,0.22,0.46,0.39,0.34,0.26,0.12,0.84,0.16,0.06,0.53,0.99,0.43,0.02,0.19,0.02,0.35,0.02,0.26,0.06,0.95,0.52,0.87,0.89,0.61,0.4,147.0
968,Senior Brand Marketing Manager - New Ventures ,0.0,c,U969,0.0,0.0,0.95,0.66,0.03,0.72,0.28,0.66,0.83,0.89,0.82,0.02,0.16,0.73,0.54,0.15,0.35,0.26,0.47,0.49,0.13,0.9,0.26,0.37,,0.06,0.23,0.58,0.12,0.79,0.16,0.65,0.12,0.54,0.12,0.2,0.28,0.68,0.49,0.91,0.69,0.09,0.11,0.66,0.63,0.61,0.09,0.99,0.64,0.14,0.9,0.35,0.18,0.45,0.35,0.29,0.07,122.0
969,Junior Marketing Analyst - (Remote),63000.0,f,U970,1.0,0.83,0.89,0.04,0.85,0.28,0.31,0.61,0.12,0.05,0.07,0.37,0.2,0.65,0.26,0.05,0.2,0.08,0.39,0.49,0.01,0.33,0.36,0.48,0.97,0.86,0.74,0.38,0.14,0.86,0.57,0.84,0.59,0.62,0.11,0.77,0.83,0.4,0.14,0.04,0.74,0.02,0.95,0.43,0.71,0.83,0.41,0.12,0.35,0.61,0.72,0.1,0.8,0.54,0.01,0.65,0.28,57.0
970, Online Marketing Manager,0.0,e,U971,1.0,0.51,0.6,0.09,0.44,0.15,0.33,0.22,0.97,0.83,0.01,0.48,0.95,0.54,0.75,0.53,0.36,0.24,0.5766666666666667,0.91,0.43,0.64,0.58,0.36,0.7033333333333333,1.0,0.74,0.27,0.02,0.78,0.73,0.65,0.89,0.27,0.54,0.83,0.4,0.73,0.38,0.46,0.67,0.45,0.58,0.97,0.47,0.01,0.53,0.38,0.46,0.57,0.06,0.02,0.37,0.1,0.28,0.64,0.51,22.0
971,Senior Onboarding Manager (m/f/d),0.0,c,U972,0.0,0.4,0.33,0.27,0.71,0.17,0.65,0.75,0.46,0.61,0.04,0.77,0.53,0.22,0.29,0.96,0.6,0.24,0.315,0.16,0.2,0.89,0.97,0.67,0.25,0.16,0.85,0.88,0.9,0.93,0.43,0.49,0.88,0.18,0.37,0.89,0.09,0.86,0.42,0.34,0.9,0.29,0.3,0.03,0.2,0.18,0.11,0.38,0.94,0.1,0.95,0.83,0.43,0.35,0.51,0.04,0.54,138.0
972, Frontend Engineer - Deep Learning (m/f/d),0.0,h,U973,0.0,0.9,0.5,0.66,0.13,0.47,0.87,0.73,0.45,0.35,0.5,0.61,0.14,0.29,0.58,0.24,0.93,0.01,,0.71,0.97,0.93,0.13,0.3,,0.23,0.72,0.02,0.34,0.35,0.51,0.39,0.03,0.05,0.24,0.4,0.15,0.88,0.14,0.21,0.64,0.67,0.2,0.12,0.66,0.68,0.12,0.18,0.3,0.74,0.61,0.92,0.08,0.13,0.66,0.16,0.38,12.0
973,Senior Product Analyst - Checkout,67000.0,a,U974,1.0,0.4,0.28,0.66,0.19,0.7,0.65,0.43,0.5188888888888888,0.4,0.61,0.35,0.37,0.63,0.50625,0.85,0.93,0.27,0.74,0.35,0.68,0.76,0.42,0.27,0.9,0.96,0.73,0.43,0.96,0.9,0.27,0.73,0.94,0.12,0.63,0.07,0.8,0.66,0.86,0.31,0.98,0.47,0.51,0.75,0.46,0.67,0.38,0.73,0.19,0.7,0.82,0.06,0.7,0.25,0.18,0.78,0.51,143.0
974,Junior Data Science Manager (m/f/d),53000.0,b,U975,1.0,0.99,0.23,0.72,0.3,0.13,0.67,0.66,0.99,0.07,0.59,0.92,0.48,0.71,0.77,0.58,0.65,0.82,0.47000000000000003,0.47,0.28,0.65,0.31,0.47,0.51,0.18,0.69,0.07,0.68,0.07,0.13,0.25,0.78,0.89,0.32,0.85,0.8,0.76,0.89,0.61,0.55,0.77,0.71,0.95,0.05,0.99,0.04,0.91,0.05,0.39,0.82,0.16,0.32,0.75,0.84,0.34,0.66,49.0
975,Lead SEO Marketing Manager - New Ventures ,0.0,f,U976,1.0,0.73,0.87,0.09,0.785,0.92,0.78,0.11,0.61,0.83,0.12,0.67,0.15,0.52,0.95,0.42,0.56,0.54,0.62,0.48,0.06,0.51,0.24,0.54,0.7200000000000001,0.78,0.13,0.03,0.32,0.39,0.64,0.87,0.99,0.01,0.25,0.34,0.15,0.86,0.5,0.44,0.9,0.41,0.76,0.3575,0.6699999999999999,0.49,0.33,0.13,0.86,0.87,0.93,0.31,0.69,0.89,0.29,0.68,0.9,111.0
976, Software Developer - (Remote) (M/F/D),0.0,a,U977,1.0,0.02,0.07,0.13,0.58,0.17,0.47,0.54,0.522,0.93,0.06,1.0,0.59,0.61,0.9,0.37,0.03,0.09,0.6066666666666667,0.54,0.94,0.78,0.4,0.84,0.3157142857142858,0.78,0.94,0.27,0.69,0.94,0.79,0.47,0.9,0.88,0.74,0.36,0.21,0.4,0.58,0.65,0.7,0.4,0.93,0.82,0.86,0.03,0.32,0.18,0.81,0.44,0.57,0.56,0.78,0.21,0.16,0.16,0.2,35.0
977,Lead Performance Marketing Manager - Mobile (M/F/D),0.0,c,U978,0.0,0.27,0.7600000000000001,0.41,0.84,0.49,0.17,0.32,0.31,0.53,0.53,0.48,0.51,0.09,0.54,0.47,0.79,0.09,,0.51,0.59,0.6,0.22,0.7,0.28,0.61,0.64,0.34,0.63,0.6,0.69,0.2,0.14,0.32,0.93,0.47,0.3,0.18,0.84,0.15,0.99,0.89,0.01,0.96,0.11,0.83,0.39,0.86,0.8,0.1,0.24,0.36,0.88,0.07,0.36,0.15,0.51,102.0
978,Lead Manager Policy Affairs - New Ventures M/F/D,51000.0,d,U979,1.0,0.18,0.26,0.47,0.93,0.92,0.76,0.62,0.34,0.5,0.92,0.12,0.5,0.62,0.93,0.47,0.61,0.63,0.95,0.59,0.41,0.52,0.54,0.6,0.75,0.61,0.1,0.79,0.88,0.78,0.17,0.14,0.16,0.43,0.93,0.49,0.54,0.71,0.52,0.85,0.13,0.37,0.08,0.73,0.11,0.25,0.89,0.1,0.19,0.25,0.28,0.85,0.82,0.64,0.72,0.14,0.21,95.0
979,Lead Backend Developer - Deep Learning,60000.0,g,U980,0.0,0.96,0.5475000000000001,0.24,0.41,0.02,0.94,0.95,0.17,0.54,0.7,0.13,0.37,0.97,0.18,0.97,0.01,0.09,,0.48,0.95,0.66,0.59,0.36,0.31,0.23,0.46,0.53,0.91,0.72,0.71,0.15,0.02,0.57,0.2,0.02,0.0,0.51,0.56,0.46,0.99,0.2,0.21,0.11,0.31,0.28,0.03,0.19,0.62,0.16,0.1,0.12,0.14,0.57,0.2,0.33,0.34,79.0
980,Lead Machine Learning Engineer - (Remote),53000.0,h,U981,0.0,0.82,0.99,0.82,0.87,0.51,0.89,0.29,0.11,0.1,0.79,0.05,0.56,0.43,0.23,0.18,0.17,0.45454545454545453,0.47000000000000003,0.72,0.25,0.95,0.34,0.5,0.35333333333333333,0.99,0.56,0.82,0.31,0.98,0.43,0.13,0.91,0.42,0.96,0.68,0.04,0.84,0.45,0.28,0.1,0.88,0.88,0.46,0.52,0.34,0.88,0.19,0.33,0.38,0.5,0.45,0.68,0.99,0.36,0.77,0.32,93.0
981,Lead Offline Marketing Manager - New Ventures  m/f/d,0.0,f,U982,1.0,0.94,0.54,0.39,0.91,0.74,0.33,0.76,0.9,0.29,0.99,0.27,0.18,0.71,0.29,0.49,0.99,0.28,0.46,0.23,0.88,0.25,0.02,0.3,0.6333333333333333,0.68,0.5850000000000001,0.59,0.47,0.14,0.28,0.73,0.53,0.45,0.67,0.9,0.18,0.13,0.44,0.19,0.55,0.43,0.25,0.45,0.37,0.27,0.94,0.69,0.83,0.73,0.73,0.47,0.63,0.02,0.86,0.68,0.59,98.0
982,Lead Onboarding Manager,64000.0,c,U983,0.0,0.54,0.01,0.66,0.98,0.35,0.57,0.24,0.69,0.56,0.85,0.51,0.67,0.87,0.9,0.8,0.04,0.72,0.04,0.22,0.55,0.3,0.0,0.59,,0.48,0.77,0.62,0.31,0.86,0.66,0.71,0.7,0.85,0.21,0.31,0.03,0.62,0.86,0.11,0.21,0.85,0.95,0.47,0.2,0.09,0.31,0.9,0.37,0.28,0.23,0.94,0.77,0.01,0.29,0.15,0.68,99.0
983,Senior Marketing Manager - New Ventures ,60000.0,d,U984,1.0,0.5,0.7,0.71,0.57,0.77,0.86,0.28,0.74,0.57,0.9,0.43,0.62,0.31,0.9,0.27,0.04,0.42,0.73,0.46,0.89,0.08,0.94,0.53,0.43,0.65,0.67,0.63,0.45,0.68,0.8,0.08,0.19,0.25,0.81,0.26,0.81,0.16,0.75,0.81,0.68,0.27,0.15,0.13,0.55,0.12,0.94,0.92,0.61,0.38,0.98,0.36,0.4,0.33,0.49,0.22,0.09,136.0
984,Senior Sustainability Manager,0.0,c,U985,1.0,0.4,0.06,0.97,0.57,0.86,0.18,0.03,0.24,0.15,0.48666666666666675,0.05,0.55,0.79,0.21,0.05,0.82,0.5,0.05,0.03,0.43,0.93,0.56,0.88,0.24,0.47,0.57,0.89,0.69,0.22,0.44,0.2,0.9,0.0,0.5,0.74,0.55,0.82,0.23,0.84,0.87,0.26,0.9,0.81,0.63,0.77,0.62,0.53,0.66,0.99,0.96,0.19,0.96,0.42,0.23,0.09,0.56,154.0
985,Senior Big Data Analyst - (Internal Audit) (M/F/D),0.0,f,U986,1.0,0.434,0.85,0.69,0.2,0.32,0.18,0.94,0.4,0.55,0.41,0.1,0.01,0.89,0.35,0.33,0.37,0.83,0.72,0.83,0.94,0.78,0.07,0.71,0.55,0.64,0.72,0.65,0.76,0.63,0.32,0.69,0.79,0.86,0.74,0.59,0.83,0.38,0.72,0.72,0.97,0.83,0.64,0.29,0.71,0.98,0.56,0.64,0.14,0.26,0.89,0.93,0.96,0.53,0.56,0.52,0.51,120.0
986,Senior Manager Innovation Lab - APAC m/f/d,56000.0,c,U987,1.0,0.74,0.9,0.77,0.72,0.0,0.36000000000000004,0.21,0.03,0.58,0.69,0.19,0.3,1.0,0.41,0.71,0.73,0.31,0.03,0.89,0.69,0.34,0.15,0.33,0.35333333333333333,0.94,0.61,0.73,0.63,0.89,0.98,0.89,0.01,0.9,0.59,0.57,0.19,0.45,0.28,0.52,0.48,0.12,0.18,0.19,0.34,0.82,0.75,0.28,0.46,0.73,0.36,0.1,0.94,0.63,0.79,0.522,0.09,133.0
987,Senior Performance Marketing Manager,0.0,h,U988,1.0,0.32,0.02,0.67,0.79,0.32,0.44,0.08,0.22,0.19,0.37,0.62,0.73,0.64,0.28,0.25,0.12,0.84,0.975,0.75,0.42799999999999994,0.95,0.95,0.09,0.43,0.25,0.55,0.12,0.78,1.0,0.5040000000000001,0.36,0.72,0.36,0.54,0.13,0.94,0.92,0.98,0.73,0.59,0.87,0.82,1.0,0.59,0.47,0.51,0.19,0.04,0.6,0.19,0.15,0.43,0.78,0.92,0.02,0.16,141.0
988,Senior Product / UX Engineer - Pricing (M/F/D),59000.0,c,U989,1.0,0.81,0.16,0.65,0.94,0.5836363636363637,0.05,0.56,0.15,0.76,0.91,0.07,0.06,0.68,0.52,0.34,0.34,0.19,0.44,0.21,0.51,0.94,0.19,0.87,0.98,0.99,1.0,0.88,0.59,0.63,0.86,0.39,0.61,0.06,0.77,0.55,0.68,0.5,0.8,0.37,0.44,0.77,0.99,0.12,0.39,0.02,0.58,0.19,0.36,0.87,0.52,0.75,0.85,0.24,0.7,0.29,0.08,142.0
989,Senior Software Engineer,0.0,f,U990,0.0,0.19,0.07,0.21,0.68,0.86,0.35,0.49,0.85,0.17,0.64,0.16,0.19,0.2,0.92,0.92,0.74,0.98,0.9,0.63,0.01,1.0,0.3,0.17,,0.93,0.82,0.85,0.47,0.83,0.5,0.08,0.0,0.39,0.27,0.56,0.62,0.59,0.25,0.6,0.06,0.04,0.84,0.5725,0.1,0.18,0.12,0.19,0.25,0.67,0.32,0.93,0.9,0.13,0.43,0.4,0.65,153.0
990,Senior Offline Marketing Manager - New Ventures  (M/F/D),63000.0,b,U991,0.0,0.66,0.97,0.25,0.38,0.76,0.01,0.51,0.41,0.39,0.19,0.09,0.48,0.21,0.49,0.14,0.92,0.11,0.27,0.84,0.11,0.07,0.87,0.34,0.65,0.95,0.63,0.4,0.9,0.03,0.47,0.41,0.08,0.23,0.45,0.22,0.05,0.23,0.53,0.63,0.41,0.19,0.81,0.45,0.53,0.79,0.18,0.84,0.22,0.32,0.25,0.18,0.76,0.01,0.63,0.39,0.04,137.0
991,Junior AI Researcher - Pricing & Forecasting,0.0,b,U992,0.0,0.45,0.57,0.58,0.01,0.06,0.68,0.64,0.73,0.23,0.0,0.66,0.28,0.31,0.49,0.16,0.88,0.34,0.43,0.38,0.76,0.18,0.07,0.97,,0.97,0.36,0.7,0.33,0.7,0.93,0.1,0.94,0.66,0.19,0.51,0.6,0.2,0.6,0.07,0.57,0.26,0.56,0.76,0.35,0.45,0.89,0.03,0.5342857142857143,0.22,0.89,0.43,0.37,0.11,0.49571428571428566,0.89,0.91,39.0
992,Senior Data Scientist - Supplier Financing M/F/D,0.0,b,U993,0.0,0.12,0.08,0.72,0.94,0.67,0.42,0.67,1.0,0.47,0.19,0.21,0.66,0.51,0.1,0.77,0.38,0.95,0.09,0.82,0.18,0.37,0.86,0.84,0.5125,0.48,0.88,0.21,0.76,0.68,0.72,0.11,0.43,0.04,0.64,0.03,0.31,0.66,0.56,0.48,0.54,0.58,0.71,0.9,0.79,0.49,0.27,0.39,0.77,0.42,0.79,0.75,0.89,0.19,0.31,0.2,0.76,128.0
993,Lead UI Designer - (Remote),0.0,b,U994,0.0,0.04,0.92,0.86,0.86,0.69,0.01,0.2,0.01,0.37,0.39,0.31,0.46,0.12,0.23,0.46,0.96,0.87,0.72,0.88,0.12,0.6,0.98,0.3787499999999999,0.96,0.5,0.37,0.49875,0.76,0.76,0.6,0.15,0.91,0.96,0.39,0.92,0.02,0.73,0.16,0.03,0.38,0.17,0.27,0.27,0.2,0.26,0.17,0.15,0.39,0.03,0.86,0.68,0.91,0.53,0.51,0.14,0.83,116.0
994,Lead Reserch Scientist - Pricing & Forecasting,63000.0,c,U995,1.0,0.96,0.85,0.0,0.68,0.96,0.76,0.09,0.57,0.35,0.6,0.02,0.56,0.46,0.69,0.41,0.05,0.93,0.28,0.37,0.38,0.94,0.53,0.57,0.18,1.0,0.59,0.21,0.92,0.81,0.24,0.02,0.77,0.6,0.37,0.17,0.23,0.55,0.36,0.31,0.7,0.99,0.13,0.48,0.6,0.52,0.86,0.62,0.54,1.0,0.82,0.43,0.44,0.24,0.595,0.53,0.02,108.0
995,Junior Data Analyst - (Remote) m/f/d,0.0,d,U996,0.0,0.7,0.51,0.6083333333333334,0.37,0.47,0.77,0.24,0.8,0.55,0.17,0.04,0.15,0.59,0.24,0.11,0.15,0.82,0.72,0.56,0.48,0.85,0.92,0.13,,0.45,0.76,0.4,0.81,0.22,0.62,0.78,0.99,0.49,0.8,0.82,0.88,0.23,0.53,0.34,0.41,0.44,1.0,0.21,0.27,0.02,0.22,0.89,0.55,0.69,0.06,0.95,0.77,0.85,0.34,0.94,0.29,47.0
996,Senior AI Researcher - NLP m/f/d,0.0,c,U997,1.0,0.53,0.69,0.71,0.76,0.88,0.81,0.38,0.18,0.7,0.25,0.08,0.89,0.23,0.11,0.8,0.82,0.96,0.5466666666666666,0.31,0.25,0.33,0.94,0.65,0.41,0.28,0.18,0.42874999999999996,0.29,0.19,0.65,0.77,0.56,0.78,0.67,0.24,0.32,0.32,0.15,0.3,0.51,0.71,0.18,0.69,0.04,0.11,0.13,0.39,0.99,0.2,0.07,0.65,0.79,0.43,0.61,0.16,0.77,117.0
997, Onboarding Manager - New Ventures,0.0,c,U998,1.0,0.05,0.98,0.12,0.67,0.09,0.11,0.56,0.48,0.69,0.75,0.7,0.53,0.91,0.72,0.88,0.97,0.47,0.41,0.39,0.95,0.54,0.8,1.0,0.5125,0.31,0.97,0.9,0.41,0.55,0.89,0.77,0.86,0.15,0.41,0.7,0.6,0.03,0.61,0.7,0.83,0.2,0.46,0.27,0.4,0.24,0.83,0.11,0.93,0.79,0.54,0.21,0.2,0.54,0.94,0.27,0.64,21.0
998,Senior Backend Developer m/f/d,0.0,d,U999,0.0,1.0,0.6,0.46,0.78,0.56,0.14,0.51,0.79,0.05,0.46,0.86,0.92,0.58,0.38,0.13,0.25,0.12,0.27,0.87,0.12,0.85,0.93,0.54,0.48,0.75,0.41,0.14,0.09,0.51,0.58,0.21,0.83,0.15,0.38,0.29,0.09,0.54,0.77,0.42,0.84,0.51,0.3,0.57,0.56,0.97,0.48,0.52,0.02,0.26,0.02,0.02,0.78,0.33,0.08,0.01,0.37,118.0
999,Senior UI Designer,66000.0,b,U1000,1.0,0.2,0.27,0.67,0.53,0.54,0.21,0.4,0.42,0.93,0.43,0.97,0.57,0.21,0.89,0.65,0.63,0.85,0.4575,0.32,0.31,0.63,0.54,0.92,0.348,0.27,0.5175000000000001,0.6,0.14,0.39,0.64,0.1,0.41,0.97,0.2,0.17,0.34,0.91,0.1,0.48,0.34,0.5,0.51,0.86,0.02,0.66,0.91,0.53,0.21,0.6,0.78,0.33,0.16,0.93,0.43,0.33,0.27,155.0
1000,Junior Product Owner - NLP,0.0,c,U1001,1.0,0.52,0.74,0.54,0.11,0.39,0.33,0.21,0.85,0.38,0.83,0.09,0.21,0.33,0.72,0.66,0.55,0.3,0.48200000000000004,0.57,0.63,0.27,0.91,0.05,0.31333333333333335,0.01,0.55,0.3,0.4,0.95,0.26,0.38,0.67,0.32,0.27,0.04,0.54,0.33,0.36,0.36,0.9,0.69,0.05,0.76,0.78,0.46,0.78,0.26,0.95,0.44,0.69,0.69,0.24,0.19,0.73,0.12,0.63,68.0
1001,Lead AI Researcher - Deep Learning,0.0,c,U1002,1.0,0.32,0.88,0.55,0.13,0.83,0.93,0.59,0.47,0.85,0.38,0.63,0.98,0.94,0.25,0.44,0.25,0.31,0.1,0.8,0.5,0.91,0.72,0.28,0.38166666666666665,0.6,0.97,0.89,0.81,0.53,0.59,0.25,0.14,0.63,0.42,0.62,0.7,0.02,0.43,0.1,0.72,0.9,0.08,0.21,0.46,0.6,0.05,0.09,0.19,0.13,0.17,0.28,0.21,0.81,0.72,0.34,0.58,78.0
